"Timestamp","Artist Letter","Picture Number","Correct (1 for yes, 0 for no)"
"2021/04/06 2:51:32 PM AST","A","3","1"
"2021/04/06 2:51:32 PM AST","A","3","1"
"2021/04/06 2:51:32 PM AST","A","3","1"
"2021/04/06 2:51:32 PM AST","A","3","1"
"2021/04/06 2:51:32 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:33 PM AST","A","3","1"
"2021/04/06 2:51:34 PM AST","A","3","1"
"2021/04/06 2:51:34 PM AST","A","3","1"
"2021/04/06 2:51:34 PM AST","A","3","1"
"2021/04/06 2:51:34 PM AST","A","3","1"
"2021/04/06 2:51:36 PM AST","A","3","0"
"2021/04/06 2:51:37 PM AST","A","3","1"
"2021/04/06 2:51:44 PM AST","A","4","0"
"2021/04/06 2:51:45 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","1"
"2021/04/06 2:51:46 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","0"
"2021/04/06 2:51:46 PM AST","A","4","1"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:47 PM AST","A","4","0"
"2021/04/06 2:51:48 PM AST","A","4","0"
"2021/04/06 2:51:48 PM AST","A","4","0"
"2021/04/06 2:51:48 PM AST","A","4","0"
"2021/04/06 2:51:49 PM AST","A","4","0"
"2021/04/06 2:51:49 PM AST","A","4","0"
"2021/04/06 2:51:49 PM AST","A","4","1"
"2021/04/06 2:51:49 PM AST","A","4","0"
"2021/04/06 2:51:49 PM AST","A","4","0"
"2021/04/06 2:51:49 PM AST","A","4","1"
"2021/04/06 2:51:49 PM AST","A","4","0"
"2021/04/06 2:51:50 PM AST","A","4","0"
"2021/04/06 2:51:50 PM AST","A","4","0"
"2021/04/06 2:51:50 PM AST","A","4","0"
"2021/04/06 2:51:50 PM AST","A","4","0"
"2021/04/06 2:51:50 PM AST","A","4","0"
"2021/04/06 2:51:51 PM AST","A","4","0"
"2021/04/06 2:51:51 PM AST","A","4","0"
"2021/04/06 2:51:51 PM AST","A","4","0"
"2021/04/06 2:51:51 PM AST","A","4","0"
"2021/04/06 2:51:51 PM AST","A","4","0"
"2021/04/06 2:51:52 PM AST","A","4","0"
"2021/04/06 2:51:52 PM AST","A","4","0"
"2021/04/06 2:51:52 PM AST","A","4","0"
"2021/04/06 2:52:11 PM AST","B","1","1"
"2021/04/06 2:52:12 PM AST","B","1","1"
"2021/04/06 2:52:12 PM AST","B","1","1"
"2021/04/06 2:52:12 PM AST","B","1","0"
"2021/04/06 2:52:12 PM AST","B","1","1"
"2021/04/06 2:52:12 PM AST","B","1","0"
"2021/04/06 2:52:13 PM AST","B","1","0"
"2021/04/06 2:52:13 PM AST","B","1","1"
"2021/04/06 2:52:13 PM AST","B","1","1"
"2021/04/06 2:52:13 PM AST","B","1","1"
"2021/04/06 2:52:13 PM AST","B","1","1"
"2021/04/06 2:52:13 PM AST","B","1","1"
"2021/04/06 2:52:14 PM AST","B","1","1"
"2021/04/06 2:52:14 PM AST","B","1","1"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:14 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","1"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","0"
"2021/04/06 2:52:15 PM AST","B","1","1"
"2021/04/06 2:52:15 PM AST","B","1","1"
"2021/04/06 2:52:16 PM AST","B","1","1"
"2021/04/06 2:52:16 PM AST","B","1","0"
"2021/04/06 2:52:16 PM AST","B","1","0"
"2021/04/06 2:52:16 PM AST","B","1","1"
"2021/04/06 2:52:16 PM AST","B","1","1"
"2021/04/06 2:52:16 PM AST","B","1","0"
"2021/04/06 2:52:17 PM AST","B","1","0"
"2021/04/06 2:52:17 PM AST","B","1","0"
"2021/04/06 2:52:17 PM AST","B","1","0"
"2021/04/06 2:52:17 PM AST","B","1","0"
"2021/04/06 2:52:18 PM AST","B","1","0"
"2021/04/06 2:52:19 PM AST","B","1","0"
"2021/04/06 2:52:19 PM AST","B","1","0"
"2021/04/06 2:52:20 PM AST","H","2","1"
"2021/04/06 2:52:21 PM AST","B","1","1"
"2021/04/06 2:52:43 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:44 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:45 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:46 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","0"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","1"
"2021/04/06 2:52:47 PM AST","B","2","0"
"2021/04/06 2:52:48 PM AST","B","2","1"
"2021/04/06 2:52:48 PM AST","B","2","1"
"2021/04/06 2:52:49 PM AST","B","2","1"
"2021/04/06 2:52:49 PM AST","B","2","1"
"2021/04/06 2:52:49 PM AST","B","2","1"
"2021/04/06 2:52:50 PM AST","B","2","1"
"2021/04/06 2:52:50 PM AST","B","2","1"
"2021/04/06 2:52:53 PM AST","B","2","1"
"2021/04/06 2:53:01 PM AST","B","3","1"
"2021/04/06 2:53:01 PM AST","B","3","1"
"2021/04/06 2:53:01 PM AST","B","3","1"
"2021/04/06 2:53:01 PM AST","B","3","1"
"2021/04/06 2:53:01 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:02 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:03 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","0"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:04 PM AST","B","3","1"
"2021/04/06 2:53:05 PM AST","B","3","1"
"2021/04/06 2:53:05 PM AST","B","3","1"
"2021/04/06 2:53:18 PM AST","B","4","1"
"2021/04/06 2:53:20 PM AST","B","4","0"
"2021/04/06 2:53:20 PM AST","B","4","1"
"2021/04/06 2:53:20 PM AST","B","4","1"
"2021/04/06 2:53:20 PM AST","B","4","0"
"2021/04/06 2:53:20 PM AST","B","4","1"
"2021/04/06 2:53:20 PM AST","B","4","1"
"2021/04/06 2:53:20 PM AST","B","4","0"
"2021/04/06 2:53:20 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","1"
"2021/04/06 2:53:21 PM AST","B","3","1"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","1"
"2021/04/06 2:53:21 PM AST","B","4","0"
"2021/04/06 2:53:21 PM AST","B","4","1"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:22 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","1"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","1"
"2021/04/06 2:53:23 PM AST","B","4","1"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:23 PM AST","B","4","0"
"2021/04/06 2:53:24 PM AST","B","4","0"
"2021/04/06 2:53:24 PM AST","B","4","0"
"2021/04/06 2:53:25 PM AST","B","4","0"
"2021/04/06 2:53:26 PM AST","B","4","0"
"2021/04/06 2:53:28 PM AST","A","1","1"
"2021/04/06 2:53:29 PM AST","B","4","0"
"2021/04/06 2:53:29 PM AST","B","4","1"
"2021/04/06 2:53:35 PM AST","A","2","1"
"2021/04/06 2:53:37 PM AST","C","1","1"
"2021/04/06 2:53:37 PM AST","C","1","1"
"2021/04/06 2:53:37 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:38 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","0"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","0"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:39 PM AST","C","1","0"
"2021/04/06 2:53:39 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","0"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","0"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","0"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","1"
"2021/04/06 2:53:40 PM AST","C","1","0"
"2021/04/06 2:53:41 PM AST","C","1","1"
"2021/04/06 2:53:41 PM AST","C","1","1"
"2021/04/06 2:53:42 PM AST","A","3","0"
"2021/04/06 2:53:45 PM AST","C","1","1"
"2021/04/06 2:53:48 PM AST","C","1","1"
"2021/04/06 2:53:49 PM AST","A","4","1"
"2021/04/06 2:53:49 PM AST","C","1","1"
"2021/04/06 2:53:50 PM AST","C","1","1"
"2021/04/06 2:53:55 PM AST","B","1","0"
"2021/04/06 2:54:01 PM AST","C","2","1"
"2021/04/06 2:54:01 PM AST","B","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:02 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:03 PM AST","C","2","1"
"2021/04/06 2:54:04 PM AST","C","2","1"
"2021/04/06 2:54:04 PM AST","C","2","1"
"2021/04/06 2:54:04 PM AST","C","2","1"
"2021/04/06 2:54:04 PM AST","C","2","1"
"2021/04/06 2:54:05 PM AST","C","2","1"
"2021/04/06 2:54:05 PM AST","C","2","1"
"2021/04/06 2:54:05 PM AST","C","2","1"
"2021/04/06 2:54:05 PM AST","C","2","1"
"2021/04/06 2:54:06 PM AST","C","2","1"
"2021/04/06 2:54:06 PM AST","C","2","1"
"2021/04/06 2:54:06 PM AST","C","2","1"
"2021/04/06 2:54:07 PM AST","C","2","1"
"2021/04/06 2:54:07 PM AST","C","2","1"
"2021/04/06 2:54:08 PM AST","C","2","0"
"2021/04/06 2:54:08 PM AST","C","2","1"
"2021/04/06 2:54:08 PM AST","C","2","1"
"2021/04/06 2:54:08 PM AST","C","2","1"
"2021/04/06 2:54:09 PM AST","C","2","1"
"2021/04/06 2:54:09 PM AST","C","2","1"
"2021/04/06 2:54:09 PM AST","C","2","1"
"2021/04/06 2:54:09 PM AST","C","2","1"
"2021/04/06 2:54:10 PM AST","B","3","1"
"2021/04/06 2:54:11 PM AST","C","2","1"
"2021/04/06 2:54:13 PM AST","C","2","1"
"2021/04/06 2:54:13 PM AST","C","2","1"
"2021/04/06 2:54:14 PM AST","C","2","1"
"2021/04/06 2:54:14 PM AST","C","2","1"
"2021/04/06 2:54:15 PM AST","C","2","1"
"2021/04/06 2:54:15 PM AST","C","2","1"
"2021/04/06 2:54:16 PM AST","B","4","1"
"2021/04/06 2:54:29 PM AST","C","1","1"
"2021/04/06 2:54:33 PM AST","C","2","1"
"2021/04/06 2:54:35 PM AST","C","2",""
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:41 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","4","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:42 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:43 PM AST","C","3","1"
"2021/04/06 2:54:44 PM AST","C","3","1"
"2021/04/06 2:54:44 PM AST","C","3","0"
"2021/04/06 2:54:44 PM AST","C","3","1"
"2021/04/06 2:54:45 PM AST","C","3","1"
"2021/04/06 2:54:45 PM AST","C","3","1"
"2021/04/06 2:54:45 PM AST","C","3","1"
"2021/04/06 2:54:45 PM AST","C","3","1"
"2021/04/06 2:54:45 PM AST","C","3","1"
"2021/04/06 2:54:47 PM AST","C","3","1"
"2021/04/06 2:54:49 PM AST","C","3","1"
"2021/04/06 2:54:56 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:57 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","0"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:58 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","3","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:54:59 PM AST","C","4","1"
"2021/04/06 2:55:00 PM AST","C","4","1"
"2021/04/06 2:55:00 PM AST","C","4","1"
"2021/04/06 2:55:00 PM AST","C","4","1"
"2021/04/06 2:55:00 PM AST","C","4","1"
